customer_id,full_name,gender,age,segment,region,join_date
492,Miss Rachel Owens MD,F,49,SME,HN,2025-10-06
493,Lauren Little,F,50,Retail,HN,2023-02-08
494,Christina Moreno,F,50,SME,HCM,2021-05-23
495,Jennifer Barnes,F,56,Retail,DN,2021-04-25
496,Heather Davis,F,63,Retail,DN,2023-03-29
497,Mrs. Teresa Stephens,F,59,Retail,HN,2021-06-19
498,Jody English,F,28,Retail,DN,2023-09-25
499,Victoria Perry,F,26,SME,DN,2021-01-24
500,Nicholas Smith,M,49,Retail,Other,2024-05-14
501,Sheila Jones,F,25,SME,HCM,2024-03-23
502,Monique Hatfield,F,64,SME,DN,2025-01-26
503,Kurt Robinson,M,37,Retail,HCM,2024-05-17
504,Cynthia Nichols,F,39,Retail,DN,2021-03-02
505,Daryl Lester,M,58,Retail,HCM,2025-08-22
506,Anthony Flores,M,35,Retail,DN,2021-07-12
507,Jennifer Gonzalez,F,30,Retail,DN,2025-06-23
508,Morgan Perez,F,36,VIP,Other,2023-12-12
509,William Ruiz,M,25,SME,HN,2020-11-26
510,Michael Bailey,M,49,Retail,HCM,2022-12-30
511,Jessica Graham,F,35,Retail,HN,2025-03-27
512,Julie Sawyer,F,58,Retail,Other,2021-12-31
513,Jennifer Davila,F,68,Retail,HN,2022-07-10
514,Victoria Ramsey,F,32,Retail,Other,2024-12-29
515,David Lewis,M,47,VIP,HCM,2025-07-04
516,Brian Lewis,M,41,Retail,Other,2023-12-20
517,Mandy Johnson,F,61,SME,Other,2020-10-12
518,Debbie Cisneros,F,67,SME,Other,2024-03-22
519,Daniel Johnson,M,53,Retail,HCM,2023-06-22
520,Tammy Farley,F,53,SME,HCM,2025-01-13
521,Melanie Avery,F,23,Retail,DN,2021-01-21
522,Mr. Alex Woods,M,29,Retail,HCM,2024-03-30
523,Amanda Brown,F,38,SME,DN,2021-05-11
524,Susan Gutierrez,F,25,Retail,HCM,2025-07-16
525,Charles Fields,M,59,Retail,HCM,2024-02-22
526,Michelle Miles,F,54,SME,HN,2024-06-23
527,Kevin Lamb,M,64,Retail,DN,2025-06-14
528,John Gomez,M,37,Retail,HCM,2021-01-24
529,Mr. Patrick Robinson,M,42,VIP,HCM,2022-10-23
530,Robert Roth,M,54,Retail,HN,2022-10-06
531,Brenda Mccoy,F,29,Retail,HN,2024-06-14
532,Eric Paul,M,64,Retail,HCM,2023-06-27
533,Dr. Thomas Nguyen,M,31,Retail,HN,2024-06-23
534,Meagan Campbell,F,29,SME,HN,2024-12-08
535,Bradley Soto,M,37,Retail,Other,2025-02-25
536,Marc Haas MD,M,37,Retail,DN,2023-01-27
537,James Roberts,M,64,Retail,HN,2025-04-22
538,Mitchell Fisher,M,66,SME,Other,2021-09-04
539,Ann Braun,F,64,SME,Other,2024-03-10
540,Dakota Williamson,M,37,Retail,HCM,2023-03-13
541,Johnathan Cox,M,54,SME,HN,2024-09-07
542,Mitchell White,M,52,Retail,HN,2023-12-23
543,Matthew Floyd,M,22,Retail,DN,2020-12-03
544,Emily Mcbride,F,29,Retail,HN,2020-12-12
545,Crystal Owens,F,41,Retail,HCM,2022-08-25
546,Beth Reeves,F,42,Retail,HN,2024-05-11
547,William Lopez,M,48,Retail,DN,2024-02-01
548,Jennifer Riggs,F,40,Retail,Other,2023-09-20
549,Brian Rodriguez,M,62,Retail,HCM,2025-02-03
550,Erica Murray,F,25,VIP,HN,2025-08-20
551,Brian Hall,M,25,Retail,HCM,2023-02-19
552,John Tucker,M,64,Retail,HCM,2025-02-07
553,Kenneth Brown,M,43,Retail,HCM,2021-10-17
554,Kelly Greene,F,35,Retail,Other,2023-03-21
555,Bradley Velazquez,M,57,SME,DN,2024-07-01
556,Kathleen Sanders,F,42,Retail,HN,2021-11-21
557,Wyatt Diaz,M,36,SME,HCM,2022-07-17
558,John Caldwell,M,65,Retail,HCM,2021-07-10
559,Belinda Bailey,F,45,Retail,Other,2024-09-29
560,Daisy Brown,F,26,SME,HN,2025-09-09
561,Shannon Meadows,F,30,SME,HN,2025-02-08
562,Michael Vega,M,58,Retail,HCM,2024-09-28
563,Jeremy Hahn,M,55,Retail,HCM,2025-08-31
564,Terrance Oneill,M,23,SME,HN,2024-04-19
565,Ronald Wilson,M,40,Retail,DN,2020-11-15
566,Mark Hogan,M,41,Retail,DN,2025-03-07
567,Richard Mathews,M,38,Retail,Other,2024-06-11
568,Mrs. Stacey Diaz MD,F,24,Retail,DN,2023-04-27
569,Cynthia Ochoa,F,46,Retail,HN,2023-10-27
570,Samantha Meza,F,66,Retail,HCM,2024-08-19
571,Brenda Thompson,F,28,Retail,HCM,2021-12-21
572,Lisa Clayton,F,27,SME,HN,2023-01-23
573,Anthony Mcdonald,M,38,SME,Other,2021-07-14
574,Tamara Griffin,F,23,SME,HN,2023-12-30
575,Madison Villarreal,F,42,Retail,HCM,2025-10-03
576,Miss Heather Wilkinson,F,54,Retail,Other,2023-12-09
577,Christian Smith,M,60,SME,HCM,2021-12-12
578,Monica Murphy,F,67,SME,DN,2021-11-30
579,Dustin Schwartz,M,38,Retail,DN,2022-12-12
580,Tiffany Huber,F,64,Retail,DN,2022-04-06
581,Geoffrey Weaver,M,53,SME,DN,2022-05-13
582,Amanda Chambers,F,38,Retail,DN,2024-03-26
583,Christina Anderson,F,31,Retail,Other,2022-07-19
584,Daniel Paul,M,69,Retail,HN,2021-06-17
585,Steven Elliott,M,45,Retail,Other,2024-07-27
586,Amanda Mcintyre,F,53,SME,HCM,2023-04-08
587,Justin Drake,M,30,Retail,HN,2022-05-18
588,Pamela Payne,F,28,Retail,Other,2025-06-07
589,Jennifer Hampton,F,56,Retail,DN,2021-06-26
590,Daniel Hamilton,M,66,Retail,HCM,2021-07-13
591,Erin Wallace,F,53,Retail,HCM,2025-06-02
592,Billy Bailey,M,18,Retail,HN,2021-05-22
593,Elizabeth Patterson,F,64,VIP,DN,2023-07-29
594,Kendra Lowe,F,38,SME,HN,2020-11-11
595,Leah Navarro,F,26,Retail,Other,2023-03-09
596,Kimberly Ross,F,59,SME,Other,2020-11-22
597,Michael Bauer,M,43,Retail,Other,2025-06-20
598,Rachel Allen,F,41,SME,Other,2025-04-29
599,Paul Farmer,M,27,SME,DN,2020-12-10
600,Lori Craig,F,27,Retail,HCM,2021-10-09
601,James Tyler,M,64,Retail,Other,2025-04-14
602,Patricia Davis,F,50,Retail,HN,2022-07-14
603,Lisa Barber,F,65,Retail,DN,2022-03-30
604,Lisa Brown,F,24,Retail,HCM,2023-06-16
605,Ronald Myers,M,31,Retail,HN,2021-05-06
606,Deanna Powell,F,42,VIP,DN,2023-04-16
607,Joseph Rios,M,38,Retail,HCM,2025-06-27
608,Kaitlyn Robbins,F,56,SME,DN,2023-08-25
609,William Ward,M,41,Retail,DN,2025-06-17
610,Sarah Lawrence,F,43,Retail,Other,2025-02-03
611,Stanley Sanders,M,62,Retail,Other,2025-04-23
612,Richard Lam,M,50,Retail,HN,2021-12-08
613,Natasha Berg,F,50,Retail,HN,2023-04-05
614,Andrew Lawson,M,21,Retail,Other,2022-07-31
615,Tara Smith,F,22,Retail,Other,2024-01-05
616,Joseph Curry,M,25,SME,HCM,2024-09-26
617,Anthony Mills,M,61,Retail,DN,2021-03-09
618,Veronica Sloan,F,23,Retail,Other,2024-05-05
619,Lisa Sutton,F,55,Retail,HCM,2025-09-27
620,Marc Golden,M,47,Retail,HCM,2021-01-10
621,Tracie Newton,F,53,VIP,HN,2022-09-26
622,Benjamin Mullins,M,64,Retail,Other,2020-10-06
623,Stephanie Hart,F,47,Retail,Other,2023-11-01
624,Diana Boyd,F,34,Retail,Other,2025-07-23
625,Michelle Hudson,F,20,SME,HN,2021-03-28
626,Pedro Petty,M,45,VIP,HCM,2021-11-13
627,Kenneth Jackson,M,37,SME,Other,2021-10-29
628,Brian Brock,M,47,Retail,HCM,2025-09-24
629,Brittany Dunn,F,35,SME,Other,2024-07-30
630,Seth Hayes,M,33,Retail,Other,2021-02-24
631,Emily Pace,F,31,Retail,DN,2024-11-30
632,Gwendolyn Khan,F,62,Retail,HN,2023-07-29
633,Megan Martin,F,44,Retail,HN,2024-05-05
634,James Graves,M,20,Retail,DN,2022-06-11
635,Nicole Morrow,F,21,SME,HCM,2024-05-04
636,Joshua Reyes,M,39,Retail,HCM,2021-09-29
637,Rachel Evans,F,54,Retail,Other,2023-09-20
638,Joseph Buchanan,M,66,Retail,HCM,2021-09-24
639,Steven Gaines,M,52,Retail,HCM,2025-08-13
640,Michele Olsen,F,31,SME,Other,2023-07-13
641,Curtis James,M,69,SME,DN,2023-04-08
642,Ryan Gonzalez,M,52,Retail,HCM,2023-03-20
643,Ronald Nguyen,M,35,VIP,HCM,2021-09-09
644,Melissa Ross,F,27,SME,HN,2024-12-17
645,Dennis Moore,M,50,SME,HCM,2021-11-06
646,Steven Perry,M,63,SME,HCM,2021-11-22
647,David Brown,M,69,Retail,HN,2023-04-27
648,Amanda Martinez,F,42,Retail,HCM,2022-11-28
649,Kayla Lee,F,38,Retail,HN,2023-02-25
650,Joseph Porter,M,21,Retail,Other,2021-03-30
651,Rebecca Kennedy,F,49,Retail,DN,2022-04-19
652,Stacey Rivas,F,37,Retail,Other,2024-01-23
653,Steven Williams,M,23,Retail,DN,2025-05-27
654,Stephanie Gross,F,19,Retail,DN,2021-12-31
655,Joshua Peterson,M,68,Retail,HCM,2023-03-18
656,Ann Jackson,F,42,Retail,DN,2023-03-07
657,Carolyn Cooper,F,48,Retail,HN,2024-06-15
658,Roger Chapman,M,36,Retail,HN,2020-11-25
659,Andres Savage,M,45,Retail,DN,2021-02-22
660,Brandon Park,M,33,Retail,HN,2023-09-21
661,Sally Cohen,F,21,VIP,HN,2025-03-22
662,Edward Mason,M,56,Retail,HN,2022-04-12
663,Jennifer Adams,F,53,Retail,DN,2021-12-07
664,Cynthia Evans,F,54,SME,HCM,2025-08-17
665,Sheryl Walters,F,52,Retail,Other,2024-10-02
666,Dominique Deleon,F,31,Retail,HN,2023-11-22
667,Rachel Gonzalez,F,22,Retail,HCM,2022-11-20
668,Sharon Harris,F,44,Retail,HCM,2024-05-19
669,Jose Richardson,M,38,SME,HCM,2024-11-07
670,Angela Mahoney,F,56,Retail,HN,2021-05-08
671,Luis Bell,M,43,Retail,HN,2024-11-05
672,James Ford,M,35,Retail,Other,2024-04-04
673,Tiffany Martinez,F,34,Retail,Other,2024-12-02
674,Dalton Silva,M,38,SME,DN,2025-01-17
675,Timothy Madden,M,43,Retail,HCM,2023-12-16
676,Jennifer Cook,F,65,SME,Other,2023-08-25
677,Adam Gibbs,M,58,Retail,HN,2021-04-03
678,Elizabeth Anderson,F,59,SME,HN,2024-11-23
679,Parker Todd,M,58,Retail,Other,2023-04-27
680,Larry Brown,M,58,Retail,Other,2021-01-08
681,Emily Brown,F,46,Retail,HCM,2025-03-29
682,Karen Black,F,57,Retail,DN,2021-01-01
683,John Barron,M,51,Retail,HCM,2020-11-30
684,Veronica Baker,F,66,Retail,Other,2025-03-02
685,Kevin Kim,M,41,SME,HN,2020-11-03
686,Laura Perry,F,61,Retail,HN,2023-01-17
687,Dana Rose,F,30,Retail,DN,2023-09-22
688,Eric Ross,M,18,Retail,Other,2024-10-23
689,Shane Carr,M,41,Retail,Other,2023-12-12
690,Mark George,M,57,Retail,HCM,2021-11-13
691,Grace Cervantes,F,28,VIP,DN,2022-05-01
692,Matthew Dillon,M,68,Retail,DN,2023-11-13
693,Jessica Smith,F,22,Retail,HCM,2025-05-26
694,Cindy Berg,F,25,Retail,HCM,2024-12-30
695,Thomas Ford,M,49,Retail,HN,2021-12-10
696,Cameron Berry,M,25,SME,HN,2021-12-06
697,Allen Ryan,M,19,Retail,DN,2021-01-19
698,Charles Phelps,M,53,Retail,HCM,2021-07-01
699,John Carter,M,58,VIP,DN,2024-01-21
700,Amanda Lopez,F,67,Retail,Other,2022-03-17
701,Teresa Cummings,F,44,VIP,HCM,2022-03-30
702,Casey Goodman,M,49,SME,Other,2024-03-10
703,Dawn Torres,F,51,Retail,DN,2022-01-13
704,Marcus Ortiz,M,57,Retail,HN,2020-12-02
705,Trevor Hicks,M,57,Retail,Other,2020-10-17
706,Tina Mendoza,F,42,Retail,Other,2022-07-30
707,Margaret Smith,F,37,Retail,Other,2025-04-21
708,Jason Mueller,M,63,Retail,HN,2023-11-29
709,Edward Garcia,M,49,Retail,DN,2022-02-10
710,Kevin Spencer MD,M,29,SME,HCM,2023-05-05
711,Anthony Arnold,M,30,Retail,HCM,2020-12-26
712,Sandra Marshall,F,63,SME,DN,2025-01-28
713,Kevin Larson,M,61,Retail,Other,2024-12-23
714,Robin Buck,F,39,VIP,HCM,2024-07-22
715,Jacqueline Martin,F,46,SME,HCM,2022-04-07
716,Matthew Anderson,M,38,SME,DN,2025-02-11
717,Emily Alexander,F,48,Retail,DN,2024-01-19
718,Sandra Hayes,F,61,SME,DN,2025-01-14
719,Michael Sandoval,M,50,Retail,DN,2023-11-15
720,Rebecca Mays,F,36,Retail,HCM,2021-08-09
721,Daniel Jordan,M,61,Retail,Other,2024-10-28
722,Angel Hill,M,64,Retail,HCM,2025-08-08
723,Teresa Rice,F,25,Retail,HN,2024-11-24
724,Derek Reyes,M,18,Retail,DN,2024-02-29
725,Karen Chavez,F,59,Retail,HN,2023-07-16
726,Linda Fleming,F,38,SME,DN,2024-03-30
727,Thomas Jones,M,44,Retail,Other,2023-09-24
728,Chris Johnson PhD,M,26,Retail,HCM,2025-09-15
729,Julie Black,F,43,SME,Other,2023-05-30
730,Joseph Wilkerson,M,31,Retail,HCM,2022-04-05
731,Brian Allen,M,37,Retail,DN,2023-05-28
732,Bradley Henderson,M,23,SME,HN,2025-08-24
733,Tina Andersen,F,21,Retail,Other,2025-09-04
734,Meghan Kline,F,27,SME,DN,2024-09-27
735,Catherine Oliver,F,54,Retail,HCM,2021-01-02
736,Jessica Roberson,F,56,Retail,HCM,2021-09-24
737,Cynthia Walker,F,21,Retail,HN,2025-06-25
738,Nicole Wilson,F,34,Retail,Other,2025-06-15
739,Johnny Nolan,M,31,SME,HN,2021-12-31
740,Tiffany Daniels,F,69,Retail,HCM,2024-09-04
741,Evelyn Hobbs,F,51,Retail,DN,2024-11-07
742,Lawrence Romero,M,36,Retail,HCM,2022-02-08
743,Michael Ramos,M,39,Retail,Other,2025-06-13
744,Julie Combs,F,55,Retail,Other,2022-12-28
745,Jane Miller,F,36,Retail,Other,2022-11-30
746,Meagan Sullivan,F,66,Retail,HCM,2023-01-10
747,Joshua Garcia,M,69,Retail,Other,2023-07-21
748,William Vasquez,M,64,VIP,Other,2022-05-02
749,Erica Strickland,F,62,Retail,HCM,2022-12-17
750,Shelby Barnett,F,37,SME,DN,2025-08-18
751,Sean Wilson,M,23,VIP,Other,2022-03-18
752,Brian Lewis,M,56,Retail,Other,2022-10-29
753,Dylan Hughes,M,69,Retail,HCM,2020-10-10
754,Jesus Phillips,M,30,SME,HCM,2024-09-16
755,Cynthia Jones,F,62,Retail,DN,2023-07-12
756,Keith Swanson,M,68,SME,HCM,2021-08-02
757,Dennis Campbell,M,63,Retail,HN,2024-01-15
758,David Holland,M,54,Retail,HN,2021-08-10
759,Kelly Luna,F,22,SME,HCM,2021-02-23
760,Pamela Pearson,F,56,SME,DN,2022-03-29
761,Scott Choi,M,41,SME,HCM,2023-10-18
762,Thomas Thompson,M,63,Retail,Other,2024-03-29
763,Thomas Allen,M,48,SME,HN,2024-02-10
764,Tina Chan MD,F,38,Retail,Other,2020-12-16
765,Kara Rivers DVM,F,47,Retail,DN,2024-03-29
766,Edward Romero,M,45,SME,HCM,2021-10-23
767,Samantha Christian,F,33,SME,HCM,2023-11-07
768,Colin Kennedy,M,30,Retail,HN,2022-05-30
769,Henry Williams,M,53,Retail,Other,2022-07-11
770,Angela Barnes,F,60,Retail,Other,2022-04-24
771,Sharon Ortega,F,50,SME,HCM,2021-05-03
772,David Rodriguez,M,32,Retail,Other,2020-11-17
773,Eric Cooley,M,37,Retail,Other,2024-03-10
774,Christopher Rodriguez,M,38,Retail,Other,2024-08-08
775,Melissa Rose,F,31,SME,HCM,2025-07-24
776,Brandon Miller,M,35,Retail,DN,2021-10-30
777,Debra Rodriguez,F,54,Retail,DN,2024-02-23
778,Jerry Perry,M,42,SME,Other,2023-04-10
779,Gary Finley,M,58,Retail,HN,2021-09-22
780,Tara Adams,F,59,Retail,HCM,2021-10-02
781,Ryan Dixon,M,50,Retail,HN,2024-12-31
782,Julian Brown,M,51,Retail,DN,2022-10-17
783,Donald Mcgrath,M,56,SME,HN,2020-10-09
784,Stacie Ray,F,23,Retail,HCM,2024-02-25
785,Joseph Bell,M,27,Retail,HCM,2022-07-28
786,Kimberly Morgan,F,65,Retail,HCM,2021-01-28
787,Stephanie Travis,F,33,Retail,HN,2022-05-29
788,Christopher Wade,M,39,Retail,DN,2021-02-23
789,Crystal Dennis,F,55,SME,HCM,2024-10-26
790,Alexander Lutz,M,68,SME,Other,2021-06-02
791,Ashley Oliver,F,24,SME,HCM,2024-09-13
792,Nathan Garcia,M,21,SME,HCM,2024-01-13
793,David Wood,M,57,SME,HCM,2024-05-04
794,Sara Miller,F,45,Retail,HN,2024-03-26
795,Jonathan Parker,M,57,VIP,HCM,2024-07-09
796,Timothy Torres,M,19,Retail,HCM,2023-11-10
797,Jeffrey Carroll,M,25,Retail,HCM,2021-10-25
798,Jackie Hunt,F,52,Retail,Other,2020-10-09
799,Victor Donaldson,M,42,Retail,DN,2023-01-07
800,Matthew Lewis,M,22,VIP,Other,2024-11-24
801,Mary Roberts,F,27,Retail,Other,2025-01-27
802,Meghan Aguilar,F,58,Retail,HN,2025-01-24
803,Amy Smith,F,26,Retail,Other,2024-03-29
804,Sierra Thornton,F,57,Retail,Other,2021-08-01
805,Melissa Campbell,F,23,SME,DN,2024-05-21
806,Rachel Tucker,F,20,Retail,DN,2024-03-19
807,Jessica Goodwin DVM,F,60,VIP,HN,2025-09-18
808,Mary Baker,F,18,Retail,Other,2024-04-06
809,Henry Walker,M,49,Retail,DN,2022-03-16
810,Vincent Campbell,M,21,SME,HCM,2023-07-20
811,Sabrina Gonzalez,F,36,SME,Other,2022-01-28
812,Charles Hernandez,M,63,Retail,HN,2025-04-23
813,Jeffrey Fuller,M,62,VIP,HN,2022-07-22
814,Kara Stout,F,30,Retail,Other,2023-12-11
815,Mary Hicks,F,48,Retail,Other,2024-07-18
816,Christopher Walker,M,22,Retail,HN,2025-01-20
817,Deanna Rivera,F,42,SME,HCM,2023-12-10
818,Amy Price,F,22,VIP,Other,2023-06-29
819,James Mahoney,M,26,SME,HCM,2021-02-28
820,Alyssa Yates,F,36,SME,HN,2024-02-16
821,Shane Hill,M,19,SME,Other,2022-05-05
822,Christopher Nguyen,M,38,Retail,HCM,2025-02-10
823,Troy Lee,M,29,Retail,HCM,2022-03-10
824,Bonnie Bowen PhD,F,38,Retail,HCM,2023-02-11
825,Felicia Collins,F,50,Retail,Other,2023-04-29
826,Dr. Sandra Lewis,F,58,SME,HCM,2024-03-21
827,Samantha Hull,F,28,Retail,Other,2021-11-22
828,Mary English,F,39,SME,Other,2024-12-26
829,Lee Johnston,M,47,VIP,DN,2021-12-10
830,Tyler Simpson,M,37,SME,HCM,2021-12-11
831,Amanda Arnold,F,52,Retail,Other,2021-04-15
832,Charles Becker,M,56,Retail,Other,2023-09-24
833,Krista Smith,F,18,SME,DN,2024-05-29
834,Elizabeth Payne DVM,F,20,Retail,HN,2024-09-21
835,Mark Moore,M,55,Retail,HN,2023-08-31
836,Mark Hall,M,63,SME,Other,2022-05-14
837,Andrea Clay,F,34,SME,DN,2024-05-07
838,Jessica Ashley,F,30,SME,DN,2023-02-27
839,Timothy Chavez,M,23,Retail,DN,2021-12-22
840,Clinton Collins Jr.,M,44,Retail,HCM,2025-07-21
841,Terri Curtis,F,31,SME,Other,2024-01-22
842,Laura Wright,F,52,Retail,DN,2022-05-09
843,Meghan Bowman,F,37,Retail,Other,2021-03-05
844,Jennifer Romero,F,31,SME,DN,2023-02-20
845,Anna Davis,F,65,SME,HCM,2021-03-19
846,Timothy West,M,20,SME,HN,2022-02-07
847,Elizabeth Jones,F,37,VIP,HCM,2021-08-11
848,Antonio Barrett,M,26,Retail,DN,2025-02-26
849,Todd Lowery,M,36,SME,HCM,2020-11-28
850,Tina Cox,F,55,Retail,Other,2023-12-23
851,Alexandria Barnett,F,34,Retail,Other,2025-04-29
852,Carl Owen,M,69,Retail,DN,2021-08-21
853,Adam Simpson,M,52,Retail,HCM,2021-05-26
854,Mary Hopkins,F,58,Retail,Other,2023-08-06
855,Sandra Hardin,F,25,SME,HN,2021-12-25
856,Kaylee Wells,F,39,SME,DN,2022-12-14
857,Corey Shepherd,M,33,Retail,HN,2025-08-06
858,Cindy Rich,F,47,Retail,DN,2020-11-25
859,Sarah Hogan,F,63,SME,DN,2024-03-24
860,Ryan Edwards,M,22,Retail,HN,2022-02-17
861,Joseph Warren,M,61,Retail,HN,2022-04-03
862,Dennis Farmer,M,26,Retail,HN,2023-05-09
863,Katrina Nelson PhD,F,41,VIP,Other,2024-07-14
864,Timothy Gonzalez,M,40,Retail,Other,2022-05-25
865,Jennifer Taylor,F,29,Retail,DN,2023-11-27
866,Michael Waters,M,36,SME,HN,2021-07-28
867,Margaret Conrad,F,57,SME,HCM,2021-07-29
868,Kristy Carr,F,46,Retail,DN,2025-03-28
869,Joseph Berry,M,45,Retail,HCM,2024-12-30
870,Robin Espinoza,F,62,VIP,Other,2020-10-19
871,Jennifer Hawkins,F,41,Retail,DN,2023-03-12
872,Jonathan Long,M,18,Retail,HCM,2022-06-01
873,Kimberly Taylor,F,39,Retail,HN,2024-04-22
874,Michael Martin,M,29,Retail,DN,2025-07-16
875,Nicole Olson,F,36,Retail,HN,2021-12-30
876,Ryan Green,M,46,Retail,DN,2022-06-23
877,Rebecca Jordan,F,31,Retail,HN,2022-11-30
878,Michele Pollard,F,66,Retail,HCM,2024-12-05
879,Thomas Garcia,M,63,Retail,Other,2025-02-11
880,Christian Wilson,M,37,Retail,HCM,2021-08-09
881,Michael Mendoza,M,38,Retail,Other,2021-01-10
882,Kara Parker,F,59,Retail,HCM,2022-10-04
883,Matthew Johnson,M,26,SME,HN,2025-07-26
884,Angel Lewis,M,34,Retail,DN,2021-03-19
885,Michael Ferguson,M,56,Retail,DN,2023-03-02
886,Riley Sweeney,M,28,Retail,DN,2021-10-13
887,Joseph Gonzales,M,63,Retail,Other,2024-06-27
888,Kari Flores,F,36,Retail,Other,2024-06-15
889,David Sullivan,M,62,Retail,Other,2024-10-28
890,Edgar Hunter,M,62,SME,Other,2021-05-20
891,Sheena Welch,F,22,Retail,DN,2022-07-15
892,Kara Shaw,F,40,SME,DN,2021-05-30
893,James Shepherd,M,66,Retail,HCM,2022-10-13
894,Melanie Salazar,F,19,Retail,HN,2025-09-24
895,Mark Wilson,M,53,Retail,DN,2023-03-13
896,Carlos Hopkins,M,45,Retail,HN,2024-09-12
897,Mr. Kevin Carter Jr.,M,29,Retail,DN,2025-08-25
898,Sean Campos,M,56,Retail,HN,2024-02-17
899,Tom Santiago,M,27,Retail,DN,2021-02-20
900,Mr. Michael Lawson Jr.,M,27,Retail,DN,2024-03-03
901,Jenna Wheeler,F,26,Retail,Other,2021-12-16
902,William Bishop,M,37,Retail,HN,2023-11-11
903,Belinda Barrett MD,F,46,Retail,Other,2024-08-07
904,Gina Taylor,F,57,SME,HN,2024-05-06
905,Leslie Burton,F,29,Retail,HN,2024-03-25
906,Warren Ramos,M,62,Retail,HN,2023-01-15
907,Daniel Griffin,M,66,Retail,HN,2022-03-14
908,Kyle Tyler,M,41,Retail,Other,2023-09-13
909,Benjamin Lopez,M,60,Retail,DN,2024-09-17
910,Jonathan Bates,M,26,Retail,HCM,2025-09-27
911,Sara Reid,F,61,SME,DN,2024-08-20
912,Matthew Hicks,M,45,Retail,HN,2020-10-31
913,Wayne Thomas,M,40,Retail,Other,2025-08-22
914,Sabrina Saunders,F,53,Retail,Other,2021-02-25
915,Jason Rosario,M,51,Retail,HN,2025-03-19
916,Robert Buchanan,M,21,Retail,HN,2024-10-27
917,Cameron Fleming,M,64,Retail,HN,2023-12-25
918,Rhonda Wells,F,35,Retail,DN,2021-06-27
919,Jimmy Suarez,M,48,SME,DN,2021-04-19
920,Michael Morgan,M,66,Retail,HN,2022-01-26
921,Jessica Bauer,F,51,SME,Other,2023-12-09
922,Sophia Rowland,F,55,Retail,Other,2021-03-30
923,Michael Campbell,M,62,VIP,HCM,2020-11-22
924,Erin Young,F,41,Retail,DN,2025-02-09
925,Jonathan Gray,M,21,Retail,HCM,2021-05-16
926,Veronica Gomez,F,60,Retail,HCM,2024-02-06
927,Phillip Chaney,M,67,Retail,HN,2023-03-07
928,George Gonzales,M,47,Retail,HCM,2021-12-03
929,Joshua Phillips,M,54,VIP,HN,2023-11-09
930,Logan Smith,M,40,Retail,HCM,2023-01-17
931,Lisa Aguilar,F,26,VIP,HN,2022-06-20
932,Larry Barton,M,64,Retail,HN,2021-09-19
933,Walter Hill,M,49,Retail,Other,2022-03-18
934,Shane Hayes,M,54,Retail,HN,2022-12-21
935,Pamela Johnson,F,62,SME,DN,2025-01-04
936,Zachary Stevens,M,68,Retail,HCM,2024-05-21
937,Kimberly Davis,F,62,Retail,HN,2021-08-09
938,Ricardo Dean,M,63,Retail,HN,2022-06-30
939,Kristen Mcclure,F,28,Retail,DN,2022-10-23
940,Joshua Andersen,M,45,Retail,HN,2024-03-25
941,Robert Fisher,M,30,Retail,DN,2024-02-29
942,Melissa Allen,F,68,SME,DN,2020-11-25
943,Samantha Patel,F,35,Retail,HN,2022-05-14
944,Susan James,F,36,Retail,HN,2022-10-21
945,Alexandra Garcia,F,45,SME,HN,2020-10-21
946,Erin Wilson,F,36,Retail,DN,2023-01-27
947,Tony Smith,M,51,SME,HN,2021-01-16
948,John Brown,M,29,Retail,HCM,2025-01-19
949,Corey Schroeder,M,56,Retail,HN,2025-08-26
950,Bailey Pierce DDS,F,37,Retail,HCM,2023-07-04
951,Mary French,F,23,Retail,DN,2025-05-10
952,Amanda Marshall,F,65,Retail,Other,2022-09-07
953,Stephanie Roth,F,23,Retail,HCM,2024-04-04
954,Victoria Spencer,F,55,Retail,HCM,2022-08-04
955,Sarah Johnson,F,40,Retail,DN,2025-06-18
956,Heather Jackson,F,68,Retail,DN,2024-01-13
957,David Jones,M,31,Retail,Other,2023-03-12
958,Jacob Adkins,M,64,SME,Other,2025-01-03
959,Aaron Jordan,M,62,Retail,DN,2024-11-14
960,Gabriel Nolan,M,25,SME,HN,2020-11-20
961,Samuel Hernandez,M,66,Retail,Other,2022-12-16
962,Jacob Mcclain,M,55,Retail,HN,2025-02-03
963,Robert Ochoa,M,64,Retail,DN,2024-04-12
964,Christopher Williams,M,33,SME,HCM,2022-12-19
965,Steven Andersen,M,39,SME,HCM,2024-03-15
966,Mary Campos,F,59,Retail,HN,2022-03-07
967,Heather Perry,F,29,SME,Other,2023-06-09
968,Jeffrey Koch,M,47,VIP,DN,2021-08-07
969,James Harris,M,36,Retail,HCM,2024-08-16
970,Randall Page,M,57,Retail,DN,2024-10-15
971,Robert Jenkins,M,18,Retail,HN,2022-01-11
972,David Lawson,M,32,Retail,Other,2025-06-05
973,Kimberly Stone,F,22,SME,HN,2021-04-27
974,Brandon Hernandez,M,18,SME,HCM,2022-11-09
975,Richard Hubbard,M,57,Retail,HCM,2025-09-12
976,Sonya Moore,F,31,Retail,HCM,2021-11-09
977,Kyle Perkins,M,55,Retail,Other,2022-09-07
978,Victor Cohen,M,31,SME,HN,2021-03-16
979,Meagan Skinner,F,51,Retail,DN,2020-12-26
980,Kevin Brown,M,55,Retail,Other,2021-11-22
